test_accuracy,test_precision,test_recall,test_f1,test_roc_auc,test_log_loss,model
0.6612903225806451,0.5347222222222222,0.5661764705882353,0.55,0.6779661016949152,0.6552989986407268,Vanilla single Tree_Sub
0.6711590296495957,0.5426829268292683,0.6544117647058824,0.5933333333333333,0.7245775969962452,0.6251326226138593,Vanilla single Tree_Sub
0.7277628032345014,0.6206896551724138,0.6617647058823529,0.6405693950177936,0.735982478097622,0.5903150024669038,Vanilla single Tree_Sub
0.6873315363881402,0.564935064935065,0.6397058823529411,0.5999999999999999,0.6971996245306633,0.6296276783512917,Vanilla single Tree_Sub
0.6199460916442049,0.48756218905472637,0.7205882352941176,0.5816023738872403,0.7081195244055069,0.6269099731222321,Vanilla single Tree_Sub
0.7088948787061995,0.5906040268456376,0.6518518518518519,0.619718309859155,0.7218612680477088,0.6090824742713173,Vanilla single Tree_Sub
0.6819407008086253,0.5620437956204379,0.5703703703703704,0.5661764705882352,0.6980382925298179,0.6266593936025419,Vanilla single Tree_Sub
0.7331536388140162,0.6125,0.725925925925926,0.6644067796610169,0.7593691148775894,0.5727685217206766,Vanilla single Tree_Sub
0.706199460916442,0.5822784810126582,0.6814814814814815,0.6279863481228668,0.7173571876961709,0.6101844427774608,Vanilla single Tree_Sub
0.6827956989247311,0.5454545454545454,0.6766917293233082,0.6040268456375838,0.7303300091232265,0.6092206702637949,Vanilla single Tree_rSub
0.6586021505376344,0.5212121212121212,0.6417910447761194,0.5752508361204013,0.704392951210335,0.6223740181337266,Vanilla single Tree_rSub
0.6684636118598383,0.5284090909090909,0.6992481203007519,0.6019417475728156,0.7309502748467808,0.5937555409018347,Vanilla single Tree_rSub
0.6846361185983828,0.5588235294117647,0.5714285714285714,0.5650557620817843,0.6891862007961079,0.6371370243985504,Vanilla single Tree_rSub
0.692722371967655,0.5508021390374331,0.7744360902255639,0.6437499999999999,0.7501737537120112,0.588165464761276,Vanilla single Tree_rSub
0.6819407008086253,0.5477707006369427,0.6466165413533834,0.593103448275862,0.7292917166866746,0.6071449907887124,Vanilla single Tree_rSub
0.633423180592992,0.4897959183673469,0.5413533834586466,0.5142857142857141,0.651702786377709,0.6760719708053419,Vanilla single Tree_rSub
0.6954177897574124,0.5757575757575758,0.5714285714285714,0.5735849056603773,0.7438554369116067,0.5957830677293169,Vanilla single Tree_rSub
0.6711590296495957,0.5333333333333333,0.6616541353383458,0.5906040268456376,0.7216307575661843,0.618971421122433,Vanilla single Tree_rSub
0.6469002695417789,0.50625,0.6090225563909775,0.5529010238907851,0.6810671637075882,0.648633967356219,Vanilla single Tree_rSub
0.6693548387096774,0.5419354838709678,0.6176470588235294,0.577319587628866,0.6733705134596211,1.7744845417918358,Vanilla random forest
0.6586021505376344,0.5306122448979592,0.5735294117647058,0.5512367491166079,0.6916749750747757,0.8829808838102406,Vanilla random forest
0.6495956873315364,0.5208333333333334,0.5514705882352942,0.5357142857142858,0.672747183979975,1.0429226822440893,Vanilla random forest
0.6469002695417789,0.5174825174825175,0.5441176470588235,0.5304659498207885,0.6579317897371715,1.0970768457451692,Vanilla random forest
0.6576819407008087,0.5371900826446281,0.47794117647058826,0.5058365758754864,0.6589799749687109,1.3438377693837649,Vanilla random forest
0.6522911051212938,0.5234899328859061,0.5735294117647058,0.5473684210526315,0.6643304130162703,1.5190087034493096,Vanilla random forest
0.6361185983827493,0.5,0.5555555555555556,0.5263157894736842,0.651789077212806,1.3021010639601043,Vanilla random forest
0.6388140161725068,0.5042016806722689,0.4444444444444444,0.47244094488188976,0.6392184557438795,0.956526081327035,Vanilla random forest
0.6711590296495957,0.5503875968992248,0.5259259259259259,0.537878787878788,0.7029661016949151,0.8530381017185588,Vanilla random forest
0.628032345013477,0.4888888888888889,0.4888888888888889,0.4888888888888889,0.6606873822975518,1.3426994647263806,Vanilla random forest
0.6451612903225806,0.5136986301369864,0.5514705882352942,0.5319148936170214,0.6595058574277168,1.8788388632150488,Vanilla random forest_Sub
0.6586021505376344,0.5314685314685315,0.5588235294117647,0.5448028673835125,0.7065833748753738,0.8717249662480481,Vanilla random forest_Sub
0.6442048517520216,0.5135135135135135,0.5588235294117647,0.5352112676056339,0.6772058823529411,0.9323762256417725,Vanilla random forest_Sub
0.6495956873315364,0.5217391304347826,0.5294117647058824,0.5255474452554744,0.6667553191489363,1.088756907674915,Vanilla random forest_Sub
0.660377358490566,0.5416666666666666,0.47794117647058826,0.5078125,0.6561326658322904,1.531723175596648,Vanilla random forest_Sub
0.6415094339622641,0.5094339622641509,0.5955882352941176,0.5491525423728814,0.6454005006257821,1.8814616761059757,Vanilla random forest_Sub
0.6442048517520216,0.5098039215686274,0.5777777777777777,0.5416666666666666,0.657360326428123,1.3541967404786401,Vanilla random forest_Sub
0.6145552560646901,0.4701492537313433,0.4666666666666667,0.4684014869888476,0.6319993722536096,1.0430381411724177,Vanilla random forest_Sub
0.6738544474393531,0.55,0.5703703703703704,0.56,0.7072033898305085,0.7840786893135898,Vanilla random forest_Sub
0.6442048517520216,0.5107913669064749,0.5259259259259259,0.5182481751824818,0.6598870056497176,0.853812074872761,Vanilla random forest_Sub
0.6397849462365591,0.4967741935483871,0.5789473684210527,0.5347222222222222,0.667757259256929,1.1647046971466635,Vanilla random forest_rSub
0.6505376344086021,0.5161290322580645,0.47761194029850745,0.49612403100775193,0.6901574062460806,0.8755873782396635,Vanilla random forest_rSub
0.6576819407008087,0.5238095238095238,0.49624060150375937,0.5096525096525096,0.6896758703481393,0.9487436410955167,Vanilla random forest_rSub
0.6091644204851752,0.4523809523809524,0.42857142857142855,0.44015444015444016,0.6304416503443482,1.2002775251328843,Vanilla random forest_rSub
0.6576819407008087,0.5217391304347826,0.5413533834586466,0.5313653136531364,0.6690149744108169,1.2613959842023974,Vanilla random forest_rSub
0.6118598382749326,0.4645161290322581,0.5413533834586466,0.5,0.6362229102167184,1.329990404097176,Vanilla random forest_rSub
0.6522911051212938,0.5147058823529411,0.5263157894736842,0.5204460966542751,0.6715738927149808,1.4370653729996967,Vanilla random forest_rSub
0.6549865229110512,0.518796992481203,0.518796992481203,0.518796992481203,0.6931193530043596,0.7980375098573639,Vanilla random forest_rSub
0.6522911051212938,0.5140845070422535,0.5488721804511278,0.530909090909091,0.6874170720919948,1.3002140672366254,Vanilla random forest_rSub
0.6576819407008087,0.5220588235294118,0.5338345864661654,0.5278810408921933,0.6809723889555823,1.2499421615495863,Vanilla random forest_rSub
0.6586021505376344,0.5343511450381679,0.5147058823529411,0.5243445692883895,0.6979997507477567,0.6446720848475853,Untuned XGB
0.6801075268817204,0.5648854961832062,0.5441176470588235,0.5543071161048689,0.7063497008973081,0.6364245992469957,Untuned XGB
0.6522911051212938,0.5244755244755245,0.5514705882352942,0.5376344086021506,0.6844180225281601,0.6817163762892534,Untuned XGB
0.6819407008086253,0.575,0.5073529411764706,0.5390625,0.6766583229036295,0.6531635898346146,Untuned XGB
0.6657681940700808,0.5461538461538461,0.5220588235294118,0.5338345864661654,0.6967772215269087,0.635178441940675,Untuned XGB
0.6819407008086253,0.5661764705882353,0.5661764705882353,0.5661764705882353,0.7098247809762201,0.6564171429620893,Untuned XGB
0.660377358490566,0.5348837209302325,0.5111111111111111,0.5227272727272726,0.6917765222849969,0.6700853550741688,Untuned XGB
0.6738544474393531,0.559322033898305,0.4888888888888889,0.5217391304347826,0.6651129943502826,0.6753828466350258,Untuned XGB
0.7223719676549866,0.6333333333333333,0.562962962962963,0.596078431372549,0.7459353421217829,0.5954018779623955,Untuned XGB
0.6981132075471698,0.5934959349593496,0.5407407407407407,0.5658914728682171,0.7113779033270557,0.6508948590990528,Untuned XGB
0.6505376344086021,0.5214285714285715,0.5367647058823529,0.5289855072463768,0.6924071535393818,0.670832716314102,Untuned XGB_Sub
0.6827956989247311,0.5642857142857143,0.5808823529411765,0.572463768115942,0.7142323030907278,0.643735220283708,Untuned XGB_Sub
0.6684636118598383,0.5436241610738255,0.5955882352941176,0.568421052631579,0.6865143929912391,0.6794212686467942,Untuned XGB_Sub
0.6819407008086253,0.5681818181818182,0.5514705882352942,0.5597014925373136,0.6851846057571964,0.6532542034720054,Untuned XGB_Sub
0.6657681940700808,0.5476190476190477,0.5073529411764706,0.5267175572519084,0.6936326658322904,0.6501976008570284,Untuned XGB_Sub
0.692722371967655,0.5846153846153846,0.5588235294117647,0.5714285714285715,0.7166927409261576,0.6455722348329942,Untuned XGB_Sub
0.6576819407008087,0.5307692307692308,0.5111111111111111,0.5207547169811321,0.6924827369742624,0.6639319699374655,Untuned XGB_Sub
0.6738544474393531,0.5573770491803278,0.5037037037037037,0.5291828793774318,0.6784526051475204,0.6676252129565513,Untuned XGB_Sub
0.7115902964959568,0.6111111111111112,0.5703703703703704,0.5900383141762452,0.7325800376647834,0.6161101640567197,Untuned XGB_Sub
0.706199460916442,0.6048387096774194,0.5555555555555556,0.5791505791505792,0.699450721908349,0.6576473682860259,Untuned XGB_Sub
0.7043010752688172,0.5877862595419847,0.5789473684210527,0.5833333333333333,0.7440463082392175,0.6031957443675867,Untuned XGB_rSub
0.6666666666666666,0.5431034482758621,0.4701492537313433,0.5040000000000001,0.6816286215978928,0.6804518467291027,Untuned XGB_rSub
0.6873315363881402,0.5669291338582677,0.5413533834586466,0.5538461538461539,0.6884911859480635,0.6525073294490802,Untuned XGB_rSub
0.6765498652291105,0.5488721804511278,0.5488721804511278,0.5488721804511278,0.6917609148922728,0.6768168170645839,Untuned XGB_rSub
0.6792452830188679,0.5603448275862069,0.48872180451127817,0.5220883534136546,0.696578631452581,0.6582186424105636,Untuned XGB_rSub
0.6576819407008087,0.5238095238095238,0.49624060150375937,0.5096525096525096,0.6790610981234598,0.680782058573707,Untuned XGB_rSub
0.6549865229110512,0.5203252032520326,0.48120300751879697,0.5,0.6685411006507866,0.6968705005619946,Untuned XGB_rSub
0.6765498652291105,0.5503875968992248,0.5338345864661654,0.5419847328244275,0.7020123839009287,0.6420474469691836,Untuned XGB_rSub
0.7115902964959568,0.6065573770491803,0.556390977443609,0.580392156862745,0.7392430656473117,0.595449345138657,Untuned XGB_rSub
0.6792452830188679,0.5546875,0.5338345864661654,0.5440613026819923,0.6940355089404182,0.6571082075875168,Untuned XGB_rSub
0.6666666666666666,0.5333333333333333,0.7058823529411765,0.6075949367088608,0.7268195413758725,0.6190728217070274,Tuned Logistic Regression
0.6586021505376344,0.5260115606936416,0.6691176470588235,0.5889967637540453,0.7274115154536391,0.6160633456010474,Tuned Logistic Regression
0.6846361185983828,0.5568862275449101,0.6838235294117647,0.6138613861386137,0.7317897371714642,0.6234759238056795,Tuned Logistic Regression
0.6846361185983828,0.5575757575757576,0.6764705882352942,0.611295681063123,0.7420212765957446,0.607222974275867,Tuned Logistic Regression
0.6657681940700808,0.536144578313253,0.6544117647058824,0.5894039735099338,0.7272058823529414,0.6266409888059642,Tuned Logistic Regression
0.6549865229110512,0.5227272727272727,0.6764705882352942,0.5897435897435898,0.7259073842302879,0.6167300633117004,Tuned Logistic Regression
0.6873315363881402,0.5590062111801242,0.6666666666666666,0.6081081081081081,0.7270872567482737,0.6266917177484997,Tuned Logistic Regression
0.6846361185983828,0.5592105263157895,0.6296296296296297,0.5923344947735192,0.6987758945386064,0.6291341157637124,Tuned Logistic Regression
0.7196765498652291,0.5906432748538012,0.7481481481481481,0.6601307189542484,0.7909604519774013,0.5761487718196935,Tuned Logistic Regression
0.7142857142857143,0.5900621118012422,0.7037037037037037,0.6418918918918919,0.7535624607658507,0.599127478166387,Tuned Logistic Regression
0.6559139784946236,0.5222222222222223,0.6911764705882353,0.5949367088607594,0.7274270937188434,0.6164840798218965,Tuned Logistic Regression_Sub
0.6639784946236559,0.5325443786982249,0.6617647058823529,0.5901639344262296,0.7261340977068793,0.6185596214688255,Tuned Logistic Regression_Sub
0.6846361185983828,0.5536723163841808,0.7205882352941176,0.6261980830670926,0.7429443053817272,0.6190284755752169,Tuned Logistic Regression_Sub
0.6792452830188679,0.5502958579881657,0.6838235294117647,0.6098360655737705,0.7418491864831038,0.6083903635107841,Tuned Logistic Regression_Sub
0.6738544474393531,0.5460122699386503,0.6544117647058824,0.5953177257525084,0.7317271589486858,0.624156997532987,Tuned Logistic Regression_Sub
0.6469002695417789,0.5136612021857924,0.6911764705882353,0.5893416927899687,0.7304599499374218,0.6172706399727368,Tuned Logistic Regression_Sub
0.692722371967655,0.567741935483871,0.6518518518518519,0.6068965517241379,0.7266949152542372,0.626180956761251,Tuned Logistic Regression_Sub
0.6738544474393531,0.5460526315789473,0.6148148148148148,0.578397212543554,0.6959981167608286,0.6317445151248575,Tuned Logistic Regression_Sub
0.7331536388140162,0.6071428571428571,0.7555555555555555,0.6732673267326731,0.7923728813559322,0.5788199072395055,Tuned Logistic Regression_Sub
0.7142857142857143,0.588957055214724,0.7111111111111111,0.6442953020134229,0.7548807281858129,0.5989356717164352,Tuned Logistic Regression_Sub
0.6478494623655914,0.5144508670520231,0.6544117647058824,0.5760517799352752,0.7137649551345961,0.6270534571617635,Tuned Logistic Regression_rSub
0.6801075268817204,0.554140127388535,0.6397058823529411,0.5938566552901022,0.7126277417746759,0.6239511876190741,Tuned Logistic Regression_rSub
0.6819407008086253,0.5542168674698795,0.6764705882352942,0.6092715231788081,0.7349342928660826,0.620620175137295,Tuned Logistic Regression_rSub
0.6846361185983828,0.558282208588957,0.6691176470588235,0.608695652173913,0.7431633291614518,0.5991674446776977,Tuned Logistic Regression_rSub
0.6873315363881402,0.5602409638554217,0.6838235294117647,0.6158940397350993,0.7329161451814769,0.6181116020222422,Tuned Logistic Regression_rSub
0.628032345013477,0.4945652173913043,0.6691176470588235,0.56875,0.7207290362953692,0.6226329151211595,Tuned Logistic Regression_rSub
0.6792452830188679,0.55,0.6518518518518519,0.5966101694915255,0.7251412429378531,0.6237077967003078,Tuned Logistic Regression_rSub
0.6522911051212938,0.5197368421052632,0.5851851851851851,0.5505226480836237,0.6885436283741369,0.6324588554383442,Tuned Logistic Regression_rSub
0.7169811320754716,0.5882352941176471,0.7407407407407407,0.6557377049180328,0.7892655367231637,0.5720170194063817,Tuned Logistic Regression_rSub
0.6873315363881402,0.5549132947976878,0.7111111111111111,0.6233766233766234,0.7497175141242938,0.6031523714628898,Tuned Logistic Regression_rSub
0.7123655913978495,0.5828571428571429,0.75,0.6559485530546625,0.734655408773679,0.6105967092553279,Tuned single Tree
0.6532258064516129,0.5217391304347826,0.6176470588235294,0.5656565656565656,0.6760655533399801,0.6518334602479928,Tuned single Tree
0.6711590296495957,0.5364583333333334,0.7573529411764706,0.6280487804878049,0.7417553191489362,0.6042684936866635,Tuned single Tree
0.7142857142857143,0.5986842105263158,0.6691176470588235,0.6319444444444444,0.7198998748435543,0.6016782179406667,Tuned single Tree
0.6765498652291105,0.5540540540540541,0.6029411764705882,0.5774647887323944,0.6822747183979975,0.6382772216616632,Tuned single Tree
0.6172506738544474,0.4845360824742268,0.6911764705882353,0.5696969696969696,0.7033635794743429,0.6276993386741127,Tuned single Tree
0.7035040431266847,0.5796178343949044,0.674074074074074,0.6232876712328766,0.7164940364092907,0.6113039310651541,Tuned single Tree
0.6819407008086253,0.5548387096774193,0.6370370370370371,0.593103448275862,0.7078468298807282,0.6175695575493217,Tuned single Tree
0.7115902964959568,0.5823529411764706,0.7333333333333333,0.6491803278688525,0.7536723163841809,0.5885276400983388,Tuned single Tree
0.692722371967655,0.5755395683453237,0.5925925925925926,0.583941605839416,0.707360326428123,0.6237809534493836,Tuned single Tree
0.7123655913978495,0.5828571428571429,0.75,0.6559485530546625,0.7352162263210369,0.6086030308375111,Tuned single Tree_Sub
0.6532258064516129,0.5259259259259259,0.5220588235294118,0.5239852398523984,0.6814712113659023,0.6551711830995323,Tuned single Tree_Sub
0.706199460916442,0.5828220858895705,0.6985294117647058,0.6354515050167224,0.744383604505632,0.604412340587828,Tuned single Tree_Sub
0.7142857142857143,0.5986842105263158,0.6691176470588235,0.6319444444444444,0.7296933667083854,0.5944230521189994,Tuned single Tree_Sub
0.6684636118598383,0.5414012738853503,0.625,0.5802047781569966,0.6866082603254069,0.6471755083461246,Tuned single Tree_Sub
0.6738544474393531,0.546583850931677,0.6470588235294118,0.5925925925925926,0.711842928660826,0.6254630499233736,Tuned single Tree_Sub
0.7035040431266847,0.5796178343949044,0.674074074074074,0.6232876712328766,0.7164940364092907,0.6128528476239975,Tuned single Tree_Sub
0.6819407008086253,0.5548387096774193,0.6370370370370371,0.593103448275862,0.7094475831763967,0.6186313904701202,Tuned single Tree_Sub
0.7412398921832885,0.6308724832214765,0.6962962962962963,0.6619718309859154,0.7728185812931575,0.5713909658042066,Tuned single Tree_Sub
0.692722371967655,0.5644171779141104,0.6814814814814815,0.6174496644295302,0.7149403640929065,0.6162228471765522,Tuned single Tree_Sub
0.6881720430107527,0.554945054945055,0.7426470588235294,0.6352201257861636,0.7425847457627119,0.601724385169875,Tuned single Tree_rSub
0.6612903225806451,0.5277777777777778,0.6985294117647058,0.60126582278481,0.687780408773679,0.647664815001336,Tuned single Tree_rSub
0.6576819407008087,0.5226130653266332,0.7647058823529411,0.6208955223880598,0.7348247809762203,0.6133611214202321,Tuned single Tree_rSub
0.7277628032345014,0.6206896551724138,0.6617647058823529,0.6405693950177936,0.7349499374217772,0.5969703292194208,Tuned single Tree_rSub
0.6765498652291105,0.5506329113924051,0.6397058823529411,0.5918367346938775,0.6897058823529412,0.6375482377744208,Tuned single Tree_rSub
0.6792452830188679,0.5521472392638037,0.6617647058823529,0.6020066889632107,0.7155663329161452,0.6189156689967206,Tuned single Tree_rSub
0.7088948787061995,0.5906040268456376,0.6518518518518519,0.619718309859155,0.7218612680477088,0.6070073900939557,Tuned single Tree_rSub
0.6846361185983828,0.5584415584415584,0.6370370370370371,0.5951557093425607,0.7072033898305085,0.6152093747928272,Tuned single Tree_rSub
0.7223719676549866,0.6176470588235294,0.6222222222222222,0.6199261992619927,0.7634965473948524,0.5816875132446356,Tuned single Tree_rSub
0.7035040431266847,0.577639751552795,0.6888888888888889,0.6283783783783784,0.7260357815442561,0.6091739874650518,Tuned single Tree_rSub
0.6693548387096774,0.5363128491620112,0.7058823529411765,0.6095238095238095,0.7357926221335993,0.6233828516101128,Bagged tuned single Tree
0.6612903225806451,0.5287356321839081,0.6764705882352942,0.5935483870967743,0.7209309571286142,0.6259478542737228,Bagged tuned single Tree
0.6846361185983828,0.5568862275449101,0.6838235294117647,0.6138613861386137,0.7391270337922403,0.615044776556854,Bagged tuned single Tree
0.692722371967655,0.5670731707317073,0.6838235294117647,0.6199999999999999,0.748560700876095,0.608308777895263,Bagged tuned single Tree
0.660377358490566,0.5304878048780488,0.6397058823529411,0.58,0.7189142678347935,0.6229915138402271,Bagged tuned single Tree
0.6765498652291105,0.5470588235294118,0.6838235294117647,0.607843137254902,0.7386264080100126,0.615265426566456,Bagged tuned single Tree
0.7035040431266847,0.5786163522012578,0.6814814814814815,0.6258503401360543,0.7428593848085374,0.6091367135277066,Bagged tuned single Tree
0.6819407008086253,0.5570469798657718,0.6148148148148148,0.5845070422535211,0.7152071563088513,0.6237820816790797,Bagged tuned single Tree
0.7439353099730458,0.6234567901234568,0.7481481481481481,0.6801346801346801,0.7911958568738231,0.5962196820469563,Bagged tuned single Tree
0.6981132075471698,0.5714285714285714,0.6814814814814815,0.6216216216216216,0.7462962962962963,0.6105870290814781,Bagged tuned single Tree
0.6827956989247311,0.5517241379310345,0.7058823529411765,0.6193548387096774,0.7346709870388832,0.622359948926284,Bagged tuned single Tree_Sub
0.6666666666666666,0.5370370370370371,0.6397058823529411,0.5838926174496644,0.7171142821535393,0.6282641230747431,Bagged tuned single Tree_Sub
0.692722371967655,0.5670731707317073,0.6838235294117647,0.6199999999999999,0.7494367959949937,0.6146792293763611,Bagged tuned single Tree_Sub
0.7035040431266847,0.5855263157894737,0.6544117647058824,0.6180555555555555,0.7483729662077595,0.6099401614886155,Bagged tuned single Tree_Sub
0.6630727762803235,0.5359477124183006,0.6029411764705882,0.5674740484429066,0.7178973717146433,0.6236911418234033,Bagged tuned single Tree_Sub
0.6900269541778976,0.5652173913043478,0.6691176470588235,0.6127946127946128,0.741927409261577,0.6149981231491698,Bagged tuned single Tree_Sub
0.692722371967655,0.5660377358490566,0.6666666666666666,0.6122448979591837,0.7346359070935343,0.6181834817211364,Bagged tuned single Tree_Sub
0.6765498652291105,0.5547445255474452,0.562962962962963,0.5588235294117646,0.720354676710609,0.624718974496139,Bagged tuned single Tree_Sub
0.7223719676549866,0.6081081081081081,0.6666666666666666,0.636042402826855,0.7885593220338982,0.5981811054346435,Bagged tuned single Tree_Sub
0.706199460916442,0.58125,0.6888888888888889,0.6305084745762712,0.759180790960452,0.6078424012366442,Bagged tuned single Tree_Sub
0.6908602150537635,0.5621301775147929,0.6985294117647058,0.6229508196721311,0.7412761714855434,0.6099841045027701,Bagged tuned single Tree_rSub
0.6559139784946236,0.524390243902439,0.6323529411764706,0.5733333333333334,0.7051190179461615,0.6288313560058316,Bagged tuned single Tree_rSub
0.6819407008086253,0.5555555555555556,0.6617647058823529,0.6040268456375839,0.7521589486858574,0.6026205236836852,Bagged tuned single Tree_rSub
0.7088948787061995,0.5958904109589042,0.6397058823529411,0.6170212765957447,0.7437108886107634,0.6014108247720734,Bagged tuned single Tree_rSub
0.6711590296495957,0.5460526315789473,0.6102941176470589,0.576388888888889,0.7177252816020024,0.6142351382313949,Bagged tuned single Tree_rSub
